image_path,crop_health
D:\Download1\archive\paddy-disease-classification\train_images\blast\107714.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107715.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107717.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107728.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107729.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107731.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107766.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107775.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107780.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107781.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107787.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107790.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107798.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107799.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107802.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107803.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107815.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107817.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107819.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107824.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107830.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107836.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107843.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107846.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107858.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107875.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107880.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107881.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107889.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107896.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107900.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107905.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107934.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107937.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107950.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107953.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107958.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107965.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107970.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107974.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107975.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107985.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107988.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107996.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\107999.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108002.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108003.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108010.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108014.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108025.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108029.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108034.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108041.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108044.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108049.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108059.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108066.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108068.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108070.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108075.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108081.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108115.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108130.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108137.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108143.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108144.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108147.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108151.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108163.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108170.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108174.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108175.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108179.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108180.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108181.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108202.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108212.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108215.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108217.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108221.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108225.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108233.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108239.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108247.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108256.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108269.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108291.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108293.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108294.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108300.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108316.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108331.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108332.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108333.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108334.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108339.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108343.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108348.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108349.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108373.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108376.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108380.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108382.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108387.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108398.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108399.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108403.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108405.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108414.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108418.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108419.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108433.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108437.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108443.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108448.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108449.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108450.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108451.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108455.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108470.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108475.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108481.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108488.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108494.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108498.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108506.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108514.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108523.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108527.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108529.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108531.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108538.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108555.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108561.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108570.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108581.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108582.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108595.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108601.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108609.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108625.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108636.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108639.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108669.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108677.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108683.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108685.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108704.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108715.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108718.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108719.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108722.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108742.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108743.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108744.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108751.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108753.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108761.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108763.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108766.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108767.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108771.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108775.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108777.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108778.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108783.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108785.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108789.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108795.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108802.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108804.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108809.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108814.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108825.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108852.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108858.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108867.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108890.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108891.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108911.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108931.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108941.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108942.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108943.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108954.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108956.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108963.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108964.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108987.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108989.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\108997.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109002.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109017.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109019.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109022.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109023.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109025.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109038.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109039.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109046.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109048.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109049.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109068.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109070.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109075.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109078.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109079.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109083.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109085.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109102.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109103.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109104.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109108.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109124.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109131.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109134.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109136.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109148.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109154.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109159.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109165.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109170.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109171.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109179.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109188.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109189.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109192.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109193.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109195.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109209.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109212.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109218.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109225.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109246.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109248.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109256.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109277.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109281.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109286.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109287.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109293.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109297.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109298.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109302.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109307.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109308.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109311.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109313.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109326.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109335.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109339.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109342.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109346.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109347.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109354.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109359.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109362.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109374.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109387.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109392.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109402.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109421.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109423.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109429.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109432.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109446.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109450.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109455.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109456.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109459.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109462.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109464.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109468.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109475.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109477.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109481.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109484.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109487.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109505.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109507.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109508.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109510.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109518.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109519.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109529.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109530.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109533.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109537.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109541.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109546.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109547.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109549.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109551.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109562.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109564.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109565.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109572.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109578.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109579.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109586.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109589.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109591.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109597.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109599.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109602.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109603.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109607.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109608.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109610.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109619.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109620.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109630.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109633.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109640.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109649.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109657.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109658.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109664.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109665.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109667.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109670.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109672.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109677.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109682.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109685.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109687.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109693.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109699.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109705.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109707.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109709.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109717.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109724.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109725.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109728.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109732.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109742.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109743.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109744.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109747.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109749.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109751.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109753.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109756.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109761.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109762.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109773.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109780.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109793.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109800.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109812.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109820.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109823.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109843.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109851.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109854.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109861.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109874.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109889.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109890.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109901.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109903.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109909.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109911.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109913.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109929.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109930.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109931.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109932.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109934.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109937.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109942.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109948.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109951.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109968.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109991.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109994.jpg,blast
D:\Download1\archive\paddy-disease-classification\train_images\blast\109996.jpg,blast
