image_path,original_label,crop_health,crop
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_103536.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_103605.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_103610.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_103614.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_103624.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_103629.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_103632.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_103650.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_103652.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_103912.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_103922.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_103924.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_103926.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_103929.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_103945.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_103953.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104002.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104017.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104019.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104022.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104024.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104025.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104026(0).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104026.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104035.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104039.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104040.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104042.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104044.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104045.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104046.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104052.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104055.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104107.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104112.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104114.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104153.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104154.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104202.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104207.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104212.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104217.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104224.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104226.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104228.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104239.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104250.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104252.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104257.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104259.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104306.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104308.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104316.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104317.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104318.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104319.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104321.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104322.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104336.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104338.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104339.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104346.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104348(0).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104348.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104349.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104350(0).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104350(1).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104350.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104352.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104353.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104403.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104404.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104405(0).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104405.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104406.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104407(0).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104407.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104408.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104409.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104412(0).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104412.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104413.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104415.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104417.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104418.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104419(0).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104419.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104420.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104421.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104422(0).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104422.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104423(0).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104423.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104424(0).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104424.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104425.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104426.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104427.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104429.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104431.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104432.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104433(0).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104433.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104434.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104435.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104436.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104446.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104447.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104448.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104449.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104450.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104451.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104452.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104504.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104506.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104510.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104516.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104518.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104613.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104617.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104622(0).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104622.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104623.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104624.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104625(0).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104625.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104626(0).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104626.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104635.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104636.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104637.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104638.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104639.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104645.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104651.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104652.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104654.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104700.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104701.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104703.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104704.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104714.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104717.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104719.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104720.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104722.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104725.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104740(0).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104740.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104744.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104745.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104746.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104747.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104748(0).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104748.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104749.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104755.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104756.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104759.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104800.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104801.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104802.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104803.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104804.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104805.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104806.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104809.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104812.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104814.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104817.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104818.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104820.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104827.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104828(0).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104828.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104829.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104830.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104831.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104832.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104835.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104836(0).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104836(1).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104836.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104837(0).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104837.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104900.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104901.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104902.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104904.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104909.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104910.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104911.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104917.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104918.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104919.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104920.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104921.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104925.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104926.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104929.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104933.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104938.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104945.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104946.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104948.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104951.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104953.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104955.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_104956.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_105001.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_105002.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_105003.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_105015.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200612_105016.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075121.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075129.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075135.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075139.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075147.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075154.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075157.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075201.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075216.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075221.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075223.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075232.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075235.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075239.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075244.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075251.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075254.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075257.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075303.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075312.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075317.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075320.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075325.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075329.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075334.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075338.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075343.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075348.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075353.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075405.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075408.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075412.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075418.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075422.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075427.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075430.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075435.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075453.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075457.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075502.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075506.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075515.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075516.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075522.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075529.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075534.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075545.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075550.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075555.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075559.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075605.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075613.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075619.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075625.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075636.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075639.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075646.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075649.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075654.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075659.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075703.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075707.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075713.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_075715.jpg,Infected,High_Risk,maize
